CLNDN	Occurrence
Perrault_syndrome_2	14
Familial_partial_lipodystrophy_4	14
Mitral_valve_prolapse	14
Alpha/beta_T-cell_lymphopenia_with_gamma/delta_T-cell_expansion	14
Retinitis_pigmentosa_31	14
Simpson-Golabi-Behmel_syndrome	14
Neurodevelopmental_disorder_with_dysmorphic_facies_and_distal_skeletal_anomalies	14
Retinitis_pigmentosa_77	14
Pulmonary_fibrosis	14
Pol_III-related_leukodystrophy	14
Polyagglutinable_erythrocyte_syndrome	14
Dominant_dystrophic_epidermolysis_bullosa_with_absence_of_skin	14
Hyperphosphatasia_with_mental_retardation_syndrome_3	14
ACTL6B-related_recessive_epilepsy	14
FIBROMUSCULAR_DYSPLASIA	14
Pseudohermaphroditism	14
Microcephaly_22	14
Colonic_neoplasm	14
SLC26A4-Related_Disorders	14
Coffin-Siris_syndrome_10	14
Isolated_lutropin_deficiency	14
Acute_megakaryoblastic_leukemia_in_down_syndrome	14
Singleton-Merten_syndrome_2	14
Schwannomatosis	14
Neurodevelopmental_disorder_with_or_without_seizures_and_gait_abnormalities	14
Ectodermal_dysplasia_11a	14
Human_immunodeficiency_virus_type_1	14
Short_stature_with_nonspecific_skeletal_abnormalities	14
Cowden_syndrome_5	14
Sessile_serrated_polyposis_cancer_syndrome	14
Neurodevelopmental_disorder_with_visual_defects_and_brain_anomalies	14
Achromatopsia_5	14
Endometrial_neoplasm	14
Enterokinase_deficiency	14
Goldblatt_syndrome	14
Menke-Hennekam_syndrome_1	14
Short-rib_thoracic_dysplasia_15_with_polydactyly	14
Disproportionate_tall_stature	14
Cardiac_conduction_defect	14
Congenital_heart_defects_1	14
Familial_episodic_pain_syndrome_1	14
Familial_adenomatous_polyposis_4	14
Diarrhea_7	14
Deeply_set_eye	14
Diets-Jongmans_syndrome	14
Pyruvate_dehydrogenase_phosphatase_deficiency	14
Congenital_hypotrichosis_with_juvenile_macular_dystrophy	14
Platelet-type_bleeding_disorder_11	14
MYO7A-Related_Disorders	14
Spastic_paraplegia_61	14
Congenital_myopathy	14
Diaphyseal_dysplasia	14
VISCERAL_MYOPATHY_2	14
Hemoglobin_E	14
Intellectual_developmental_disorder_with_neuropsychiatric_features	14
fluorouracil_response_-_Toxicity	14
fluorouracil_response_-_Other	14
Gordon_Holmes_syndrome	13
Cerebrooculofacioskeletal_syndrome_4	13
Congenital_sensorineural_hearing_impairment	13
Alternating_hemiplegia_of_childhood	13
Cerebral_autosomal_dominant_arteriopathy_with_subcortical_infarcts_and_leukoencephalopathy	13
Wiedemann-Rautenstrauch-like_progeroid_syndrome	13
Type_II_complement_component_8_deficiency	13
Refractory_anemia_with_ringed_sideroblasts_(clinical)	13
Stankiewicz-Isidor_syndrome	13
Lissencephaly_10	13
Oocyte_maturation_defect_4	13
Hereditary_motor_neuron_disease	13
Retinitis_pigmentosa_with_or_without_skeletal_anomalies	13
Focal_epilepsy	13
Cataracts	13
Megacystis-microcolon-intestinal_hypoperistalsis_syndrome_5	13
Mitochondrial_myopathy-lactic_acidosis-deafness_syndrome	13
Enlarged_kidney	13
Nonsyndromic_Deafness	13
Hereditary_essential_tremor_1	13
Bamforth-Lazarus_syndrome	13
Spinocerebellar_ataxia_type_21	13
Dentinogenesis_imperfecta_type_2	13
Severe_hydrocephalus	13
Retinitis_pigmentosa_86	13
Glycosylphosphatidylinositol_biosynthesis_defect_18	13
Anterior_segment_dysgenesis_3	13
Cardiac_valvular_defect	13
Monoclonal_B-Cell_Lymphocytosis	13
Neurodevelopmental_disorder_with_nonspecific_brain_abnormalities_and_with_or_without_seizures	13
Cutaneous_malignant_melanoma_1	13
Ateleiotic_dwarfism	13
Colorectal_adenoma	13
Combined_immunodeficiency_and_megaloblastic_anemia_with_or_without_hyperhomocysteinemia	13
Congenital_hypotonia	13
Orofaciodigital_syndrome_XV	13
Distal_myopathy	13
Oligodontia	13
Congenital_dyserythropoietic_anemia_type_type_1B	13
Klippel-Feil_syndrome_3	13
Syndromic_mental_retardation	13
Complement_component_9_deficiency	13
Hereditary_persistence_of_fetal_hemoglobin	13
Riddle_syndrome	13
Cone-rod_dystrophy_19	13
TARP_syndrome	13
Cardiac-urogenital_syndrome	13
Diarrhea_6	13
Charcot-Marie-Tooth_disease_type_2I	13
Sudden_cardiac_arrest	13
USH2A-Related_Disorders	13
Low_phospholipid_associated_cholelithiasis	13
Gallbladder_cancer	13
Periventricular_nodular_heterotopia_8	13
Malignant_hypothermia	13
Congenital_nonprogressive_myopathy_with_Moebius_and_Robin_sequences	13
Osteodysplastic_primordial_dwarfism	13
NK-cell_enteropathy	13
Sandestig-stefanova_syndrome	13
Growth_hormone_deficiency_with_pituitary_anomalies	13
Moyamoya_angiopathy_with_developmental_delay	13
Deafness_dystonia_syndrome	13
Lamellar_ichthyosis	13
MYH3-Related_Disorders	13
D-Glyceric_aciduria	13
Oculopharyngeal_muscular_dystrophy	13
Myopathy_with_extrapyramidal_signs	13
Pes_planus	13
Short_stature_and_advanced_bone_age	13
Microcephaly_21	13
Estrogen_resistance	13
X-linked_spondyloepimetaphyseal_dysplasia	13
Bleeding_disorder	13
Camptodactyly-tall_stature-scoliosis-hearing_loss_syndrome	13
XFE_progeroid_syndrome	13
Wrinkly_skin_syndrome	13
Phosphoenolpyruvate_carboxykinase_(GTP)_deficiency	13
Pettigrew_syndrome	13
Lethal_congenital_contracture_syndrome_7	13
Spastic_ataxia_8	13
Trichohepatoenteric_syndrome	13
Neurologic	13
Spinocerebellar_ataxia_44	13
Spastic_paraparesis	13
Nephronophthisis_20	13
Night_blindness	13
Spinal_muscular_atrophy_with_congenital_bone_fractures_2	13
Proximal_muscle_weakness	12
Stroke	12
Dystonia_25	12
Craniopharyngioma	12
INTELLECTUAL_DEVELOPMENTAL_DISORDER	12
Ectodermal_dysplasia-syndactyly_syndrome_1	12
Thyroglobulin_synthesis_defect	12
CHOLESTASIS	12
Postnatal_growth_retardation	12
Smith-Magenis_Syndrome-like	12
Renal_agenesis	12
Dyschromatosis_universalis_hereditaria_1	12
Striatal_necrosis	12
X-linked_cone-rod_dystrophy_3	12
Mayer-Rokitansky-Kuster-Hauser_syndrome	12
Choroid_plexus_papilloma	12
Joubert_syndrome_27	12
Respiratory_distress	12
Alazami-Yuan_syndrome	12
Scapulohumeral_muscular_dystrophy	12
Chylomicron_retention_disease	12
Microangiopathy_and_leukoencephalopathy	12
EEG_abnormality	12
Long_QT_syndrome_9	12
Intellectual_developmental_disorder_with_cardiac_arrhythmia	12
Supraventricular_tachycardia	12
Charcot-Marie-Tooth_disease_type_2J	12
Neurodevelopmental_disorder_with_impaired_intellectual_development	12
Intellectual_developmental_disorder_with_behavioral_abnormalities_and_craniofacial_dysmorphism_with_or_without_seizures	12
Moyamoya_disease_6_with_achalasia	12
Pectus_excavatum	12
Premature_ventricular_contraction	12
GAPO_syndrome	12
NRCAM-related_disorder	12
Combined_immunodeficiency	12
Pancreatic_agenesis_and_congenital_heart_disease	12
Congenital_hemolytic_anemia	12
Congenital_hydrocephalus	12
Brachydactyly-arterial_hypertension_syndrome	12
Congenital_myasthenic_syndrome_1A	12
Neurodegeneration_with_ataxia	12
Malaria	12
Neurooculocardiogenitourinary_syndrome	12
Infantile_myofibromatosis_1	12
Spastic_paraplegia_52	12
Familial_Interstitial_Pneumonia	12
Macular_dystrophy_with_central_cone_involvement	12
Brain_imaging_abnormality	12
Infantile_hypotonia-oculomotor_anomalies-hyperkinetic_movements-developmental_delay_syndrome	12
Retinitis_pigmentosa_and_erythrocytic_microcytosis	12
Pili_torti-deafness_syndrome	12
Breast_and_colorectal_cancer	12
Hemochromatosis_type_2B	12
Optic_atrophy_5	12
Immunodeficiency_33	12
Lactic_acidosis	12
CHAMP1-related_syndrome	12
Pseudohypoparathyroidism_type_1C	12
Combined_oxidative_phosphorylation_deficiency_35	12
Sick_sinus_syndrome_3	12
Bone_marrow_failure_syndrome_4	12
CDC42BPB-related_neurodevelopmental_syndrome	12
Complement_component_5_deficiency	12
Urofacial_syndrome_1	12
Spermatogenic_failure_19	12
Microform_holoprosencephaly	12
Pulmonary_venoocclusive_disease_1	12
Poikiloderma	12
Nasopharyngeal_carcinoma	12
Hemorrhage	12
Anonychia	12
Sotos_syndrome_3	12
Monocarboxylate_transporter_1_deficiency	12
Bruck_syndrome_1	12
Progressive_cone_dystrophy_(without_rod_involvement)	12
Cardiospondylocarpofacial_syndrome	12
Metastatic_pancreatic_neuroendocrine_tumours	12
Spondylometaphyseal_dysplasia-cone-rod_dystrophy_syndrome	12
Desbuquois_dysplasia_2	12
Split-hand/foot_malformation_6	12
Cryptophthalmos	12
Crouzon_syndrome_with_acanthosis_nigricans	12
Shwachman-Diamond_syndrome_2	12
Alloalbuminemia	12
Hereditary_Neuralgic_Amyotrophy_(HNA)	12
Cataract_2	12
Shukla-Vernon_syndrome	12
Gm2-gangliosidosis	12
Nephronophthisis_13	12
Obstructive_azoospermia	12
Peroxisome_biogenesis_disorder_8B	12
Mitral_valve_prolapse_2	12
Focal_segmental_glomerulosclerosis_6	12
Retinitis_pigmentosa_62	12
Oculomotor_apraxia	12
Hypoprebetalipoproteinemia	12
Lissencephaly/Subcortical_Band_Heterotopia	12
Emery-Dreifuss_muscular_dystrophy_3	12
Leri-Weill_dyschondrosteosis	12
Hydrolethalus_syndrome_1	12
Severe_intellectual_disability-short_stature-behavioral_abnormalities-facial_dysmorphism_syndrome	12
Fetal_growth_restriction	12
Fetal_akinesia_deformation_sequence_4	12
Primary_autosomal_recessive_microcephaly	12
Linear_sebaceous_nevus_sequence	12
Secondary_hypothyroidism	12
Progressive_bulbar_palsy_of_childhood	12
Severe_intellectual_deficiency	12
Young-onset_Parkinson_disease	12
Mental_retardation_63	12
Basilicata-Akhtar_syndrome	12
Striatal_Degeneration	12
Webb-Dattani_syndrome	12
Cone-rod_dystrophy_20	11
Neurodevelopmental_disorder_with_behavioral_abnormalities	11
Cone-rod_dystrophy_21	11
Primary_autosomal_recessive_microcephaly_13	11
Lethal_congenital_contracture_syndrome_4	11
Platyspondylic_dysplasia	11
Cancer_of_cervix	11
Bone_marrow_failure_syndrome_2	11
Ptosis	11
FOXG1_disorder	11
Encephalopathy_due_to_defective_mitochondrial_and_peroxisomal_fission_2	11
Pulmonary_hypertension	11
Microcornea	11
Cataract_44	11
Renal_Hypomagnesemia	11
Narrow_chest	11
Cataract_39	11
Increased_muscle_glycogen_content	11
Bone_marrow_hypocellularity	11
Cataract_20_multiple_types	11
Hereditary_nonpolyposis_colorectal_cancer_type_8	11
Microphthalmia/coloboma_and_skeletal_dysplasia_syndrome	11
Acquired_hemoglobin_H_disease	11
Congenital_bile_acid_synthesis_defect_1	11
Perrault_syndrome_3	11
Congenital_myasthenic_syndrome_1B	11
Joubert_syndrome_38	11
Gait_ataxia	11
Spinocerebellar_ataxia_type_2	11
Infantile_myofibromatosis_2	11
Spastic_paraplegia_51	11
RADIO-TARTAGLIA_SYNDROME	11
Midaortic_syndrome	11
Cardiofaciocutaneous_syndrome_2	11
Fetal_akinesia_deformation_sequence_2	11
Bent_bone_dysplasia_syndrome	11
Hereditary_factor_II_deficiency_disease	11
Glycosylphosphatidylinositol_biosynthesis_defect_16	11
Diabetes_mellitus_type_1	11
Hypertension	11
Factor_I_deficiency	11
Congenital_hypomyelinating_neuropathy_3	11
Joubert_syndrome_31	11
Hydronephrosis	11
Platelet-type_bleeding_disorder_18	11
Congenital_disorder_of_glycosylation_type_1y	11
Immunodeficiency_47	11
Bardet-Biedl_syndrome_22	11
Arachnodactyly	11
Pseudoxanthoma_elasticum-like_disorder_with_multiple_coagulation_factor_deficiency	11
Bernard-Soulier_syndrome	11
Familial_hypertrophic_cardiomyopathy_15	11
Epidermolysis_bullosa_simplex_Dowling-Meara_type	11
Platelet-type_bleeding_disorder_16	11
Thanatophoric_dysplasia	11
Yao_syndrome	11
Lenz-Majewski_hyperostosis_syndrome	11
Polycystic_kidney_disease_3	11
Infiltrating_duct_carcinoma_of_breast	11
Familial_pancreatic_carcinoma	11
Hirsutism	11
Neonatal_respiratory_distress	11
Meesmann_corneal_dystrophy_1	11
Van_Esch-O'Driscoll_syndrome	11
Periventricular_nodular_heterotopia_6	11
MUSCULAR_DYSTROPHY	11
Renal_agenesis_and_hypodysplasia	11
ARMC9-related_Joubert_syndrome	11
Lissencephaly_6	11
HYAL2_deficiency	11
Hemoglobin_H_disease	11
Meckel_syndrome_12	11
Combined_oxidative_phosphorylation_deficiency_39	11
Nonsyndromic_cleft_lip_palate	11
Spermatogenic_failure_61	11
McLeod_neuroacanthocytosis_syndrome	11
Nephronophthisis_19	11
Porphyria_cutanea_tarda	11
AXIN2-related_attenuated_familial_adenomatous_polyposis	11
Deeah_syndrome	11
Early_infantile_epileptic_encephalopathy_59	11
Genitourinary_and/or_brain_malformation_syndrome	11
Vascular_dilatation	11
Megalencephalic_leukoencephalopathy_with_subcortical_cysts_2b	11
X-linked_ichthyosis_with_steryl-sulfatase_deficiency	11
Hemangioma	11
Megalencephaly-polymicrogyria-polydactyly-hydrocephalus_syndrome_3	11
Seckel_syndrome_6	11
Hemivertebrae	11
Type_IV_short_rib_polydactyly_syndrome	11
Insulin_resistance	11
Charcot-Marie-Tooth_disease_and_deafness	11
Charcot-Marie-Tooth_disease_type_2B2	11
Megaloblastic_anemia_due_to_dihydrofolate_reductase_deficiency	11
Megacystis	11
IPO8_related_Connective_tissue_disorder	11
Peeling_skin_syndrome_1	11
Familial_partial_lipodystrophy	11
Coffin-Siris_syndrome_7	11
Dystonia_24	11
Blindness	11
Blepharocheilodontic_syndrome_2	11
CTR9-related_neurodevelopmental_disorder	11
Abnormality_of_the_immune_system	11
Primary_degenerative_dementia_of_the_Alzheimer_type	11
Thrombocytopenia_5	11
Auditory_neuropathy-optic_atrophy_syndrome	11
Parkinsonism	11
Squalene_synthase_deficiency	11
KCNQ2-Related_Disorders	11
Hereditary_spastic_paraplegia_26	11
SMARCA4-related_BAFopathy	11
Microcephaly_with_mental_retardation_and_digital_anomalies	11
Focal_segmental_glomerulosclerosis_8	11
Neurodevelopmental_disorder_with_hypotonia_and_cerebellar_atrophy	11
capecitabine_response_-_Toxicity	11
Hyperechogenic_kidneys	11
CLCN4-related_disorder	11
Precocious_puberty	11
Long_QT_syndrome_15	11
Elsahy-Waters_syndrome	11
Trichothiodystrophy	10
Inguinal_hernia	10
Urinary_bladder	10
Retinitis_pigmentosa_10	10
Acth-independent_macronodular_adrenal_hyperplasia_2	10
Thymoma	10
Intellectual_developmental_disorder_with_speech_delay_and_axonal_peripheral_neuropathy	10
Keipert_syndrome	10
PALB2-Related_Disorders	10
Neoplasm_of_the_liver	10
Thiopurine_methyltransferase_deficiency	10
Abnormality_of_prenatal_development_or_birth	10
Glomerulonephritis	10
Intellectual_developmental_disorder_with_hypotonia_and_behavioral_abnormalities	10
Myeloproliferative_disorder	10
Aggressive_behavior	10
Death_in_infancy	10
PULMONARY_ALVEOLAR_MICROLITHIASIS	10
Ventricular_septal_defect_1	10
Orthostatic_intolerance	10
NEURODEVELOPMENTAL-CRANIOFACIAL_SYNDROME_WITH_VARIABLE_RENAL_AND_CARDIAC_ABNORMALITIES	10
Optic_atrophy_10_with_or_without_ataxia	10
Amyotrophic_lateral_sclerosis_19	10
Optic_atrophy_12	10
Antenatal_Bartter_Syndrome	10
Glanzmann_thrombasthenia_2	10
Grange_syndrome	10
Orofaciodigital_syndrome_V	10
Hereditary_essential_tremor	10
Gardner_syndrome	10
Neurodevelopmental_disorder_with_speech_impairment_and_dysmorphic_facies	10
CFHR5_deficiency	10
Intestinal_obstruction_in_the_newborn_due_to_guanylate_cyclase_2C_deficiency	10
Retinitis_pigmentosa_50	10
Sitosterolemia_2	10
Silver-Russell_syndrome_1	10
Exstrophy-epispadias_complex	10
Methemoglobinemia_type_2	10
Premature_ovarian_failure_11	10
ARID1A-related_BAFopathy	10
Capillary_malformation_of_the_lower_lip	10
MN1_C-terminal_truncation_(MCTT)_syndrome	10
Cardiac	10
Lipid_storage_myopathy_due_to_flavin_adenine_dinucleotide_synthetase_deficiency	10
Epicanthus	10
Primary_autosomal_recessive_microcephaly_11	10
Encephalocele	10
CEP290-Related_Disorders	10
X-Linked_Mental_Retardation_41	10
Familial_Otitis_Media	10
3MC_syndrome_2	10
Pes_cavus	10
Benign_familial_infantile_seizures	10
Retinitis_pigmentosa_84	10
Bilateral_ptosis	10
Bile_duct_cancer	10
Birk-Landau-Perez_syndrome	10
Spermatogenic_failure_46	10
MEHMO_syndrome	10
Hao-Fountain_syndrome	10
Spermatogenic_Failure	10
Hand_tremor	10
Spastic_paraplegia_80	10
Spastic_paraplegia_77	10
Brugada_syndrome_(shorter-than-normal_QT_interval)	10
Respiratory_failure	10
Catel_Manzke_syndrome	10
Hydranencephaly_with_renal_aplasia-dysplasia	10
Severe_achondroplasia_with_developmental_delay_and_acanthosis_nigricans	10
Dopa-responsive_dystonia	10
Combined_oxidative_phosphorylation_deficiency_55	10
Pulmonary_arterial_hypertension_associated_with_another_disease	10
Roifman_syndrome	10
Distal_hereditary_motor_neuronopathy_type_5B	10
Developmental_delay_and_seizures_with_or_without_movement_abnormalities	10
Distal_Renal_Tubular_Acidosis	10
Pulmonic_stenosis	10
Retinitis_pigmentosa_78	10
Congenital_bile_acid_synthesis_defect_4	10
Retinitis_pigmentosa_79	10
Congenital_disorder_of_glycosylation_with_defective_fucosylation_2	10
HOLOPROSENCEPHALY_12_WITH_OR_WITHOUT_PANCREATIC_AGENESIS	10
Neurodevelopmental	10
RHYNS_syndrome	10
Coproporphyria	10
Dolichocephaly	10
epileptic_encephalopathy	10
Central_hypotonia	10
Downslanted_palpebral_fissures	10
Meier-Gorlin_syndrome_2	10
Cerebellofaciodental_syndrome	10
Cerebral_cavernous_malformations_1	10
Chediak-Higashi_syndrome	10
Progressive_osseous_heteroplasia	10
Progressive_supranuclear_ophthalmoplegia	10
Meconium_ileus	10
Scaphocephaly	10
Scalp-ear-nipple_syndrome	10
STAG1-related_disorder	10
Maturity-onset_diabetes_of_the_young_type_8	10
Coarse_facial_features	10
Developmental_and_epileptic_encephalopathy_89	10
Herpes_simplex_encephalitis_2	10
Long_QT_syndrome_8	10
Splenomegaly	10
Sleep_disturbance	10
Joubert_syndrome_26	10
Autosomal_recessive_congenital_ichthyosis_9	10
Autosomal_dominant_medullary_cystic_kidney_disease_with_or_without_hyperuricemia	10
Focal_segmental_glomerulosclerosis_and_neurodevelopmental_syndrome	10
Joubert_syndrome_22	10
Stereotypy	10
Immunodeficiency_57	10
Waardenburg_syndrome_type_4B	10
Paroxysmal_nocturnal_hemoglobinuria_2	10
BLEPHAROPHIMOSIS-IMPAIRED_INTELLECTUAL_DEVELOPMENT_SYNDROME	10
TET3_deficiency	10
Waardenburg_syndrome_type_3	10
Paroxysmal_nocturnal_hemoglobinuria	10
Hemorrhagic_destruction_of_the_brain	10
Imerslund-Gräsbeck_syndrome_2	10
Atrioventricular_septal_defect	10
Spondyloepiphyseal_dysplasia_Maroteaux_type	10
Muenke_syndrome	10
Autosomal_dominant_epilepsy	10
Galactosialidosis	10
Hypoproteinemia	10
Retinitis_pigmentosa_27	10
L1_syndrome	10
Retinitis_pigmentosa_30	10
Gait_disturbance	10
Horizontal_nystagmus	9
Three_M_syndrome_3	9
Tubulinopathy-associated_dysgyria	9
Senior-Loken_syndrome_9	9
Chromosome_Xq28_deletion_syndrome	9
EEF1A2-related_developmental_and_degenerative_epileptic-dyskinetic_encephalopathy	9
Neurodevelopmental_disorder_with_movement_abnormalities	9
Intellectual_developmental_disorder_with_autistic_features_and_language_delay	9
Proteasome-associated_autoinflammatory_syndrome_3	9
Osteocraniostenosis	9
Cerebellar_atrophy_with_seizures_and_variable_developmental_delay	9
Developmental_and_epileptic_encephalopathy_6B	9
Inability_to_walk	9
POLG-related_disorders	9
Absent_or_delayed_speech_development	9
Zimmermann-laband_syndrome_3	9
Charcot-Marie-Tooth_with_Vocal_Cord_Paresis	9
Charcot-marie-tooth_disease	9
Abnormality_of_the_pinna	9
Auriculocondylar_syndrome_1	9
Efavirenz_response	9
Neurodevelopmental_disorder_with_or_without_early-onset_generalized_epilepsy	9
Iminoglycinuria	9
Cerebral_visual_impairment	9
Neurodevelopmental_disorder_with_or_without_autistic_features_and/or_structural_brain_abnormalities	9
Juvenile_arthritis_due_to_defect_in_LACC1	9
Progressive_muscle_weakness	9
Lissencephaly_8	9
Schizophrenia_4	9
Generalized_epilepsy	9
Meester-loeys_syndrome	9
Combined_oxidative_phosphorylation_deficiency_44	9
SMARCA2-related_BAFopathy	9
Takenouchi-Kosaki_syndrome	9
vitelliform_macular_dystrophy_3	9
Congenital_disorder_of_glycosylation_type_2v	9
Immunodeficiency_79	9
ACTB-related_BAFopathy	9
Dilated_cardiomyopathy-hypergonadotropic_hypogonadism_syndrome	9
Neurodevelopmental_Disability	9
Digital_arthropathy-brachydactyly	9
Male_infertility_with_teratozoospermia_due_to_single_gene_mutation	9
Pain	9
Congenital_myasthenic_syndrome_3B	9
Diaphragmatic_hernia_3	9
Jaberi-Elahi_syndrome	9
Cornea_plana_2	9
Uveal_melanoma	9
RAS-associated_autoimmune_leukoproliferative_disorder	9
Retinitis_punctata_albescens	9
Retinitis_pigmentosa_90	9
Tall_stature	9
Apolipoprotein_A-II_deficiency	9
SLC39A8-CDG	9
Pyle_metaphyseal_dysplasia	9
delta_Thalassemia	9
Atelosteogenesis	9
Sensory_neuropathy	9
T-cell_lymphopenia	9
Vertebral_anomalies_and_variable_endocrine_and_T-cell_dysfunction	9
Visceral_neuropathy	9
Papulosquamous_eruptions	9
Combined_partial_17-alpha-hydroxylase/17	9
Intellectual_developmental_disorder_with_hypotonia	9
Pancreatitis	9
Complement_component_6_deficiency	9
Distal_hereditary_motor_neuronopathy	9
Retinitis_pigmentosa_18	9
Immunodeficiency_64	9
